id,tier,english,spanish,tier_preserved,semantic_issue,humor_issue,decision
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_HEAVY_BLOCK_CHEST::403,CLEAR,They say that a #feat of strength# rewards thieves with #[1]#.,Dicen que una #hazaña de fuerza# recompensa a los ladrones con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GERUDO_TRAINING_GROUNDS_HEART::404,CLEAR,They say that a watching a #trial with Dinolfos# is #[1]#.,Dicen que observar una #prueba con Dinolfos# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_CRATE_GERUDO_TRAINING_GROUND::405,CLEAR,They say that a #crate in Gerudo Training Ground# contains #[1]#.,Dicen que una #caja en el Campo de Entrenamiento Gerudo# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_TOWER_BOSS_KEY_CHEST::406,CLEAR,They say that the #Evil King# hoards #[1]#.,Dicen que el #Rey Maligno# atesora #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_FOREST_TRIAL_CHEST::407,CLEAR,They say that the #test of the wilds# holds #[1]#.,Dicen que la #prueba de las selvas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_WATER_TRIAL_LEFT_CHEST::408,CLEAR,They say that the #test of the seas# holds #[1]#.,Dicen que la #prueba de los mares# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_WATER_TRIAL_RIGHT_CHEST::409,CLEAR,They say that the #test of the seas# holds #[1]#.,Dicen que la #prueba de los mares# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_SHADOW_TRIAL_FRONT_CHEST::410,CLEAR,They say that #music in the test of darkness# unveils #[1]#.,Dicen que la #música en la prueba de la oscuridad# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_SHADOW_TRIAL_GOLDEN_GAUNTLETS_CHEST::411,CLEAR,They say that #light in the test of darkness# unveils #[1]#.,Dicen que la #luz en la prueba de la oscuridad# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_SPIRIT_TRIAL_CRYSTAL_SWITCH_CHEST::412,CLEAR,They say that the #test of the sands# holds #[1]#.,Dicen que la #prueba de las arenas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_SPIRIT_TRIAL_INVISIBLE_CHEST::413,CLEAR,They say that the #test of the sands# holds #[1]#.,Dicen que la #prueba de las arenas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_FIRST_LEFT_CHEST::414,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_SECOND_LEFT_CHEST::415,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_THIRD_LEFT_CHEST::416,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_FIRST_RIGHT_CHEST::417,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_SECOND_RIGHT_CHEST::418,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_THIRD_RIGHT_CHEST::419,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_INVISIBLE_ENEMIES_CHEST::420,CLEAR,They say that the #test of radiance# holds #[1]#.,Dicen que la #prueba del resplandor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_LULLABY_CHEST::421,CLEAR,They say that #music in the test of radiance# reveals #[1]#.,Dicen que la #música en la prueba del resplandor# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_SPIRIT_TRIAL_SUN_FAIRY::422,CLEAR,They say that #calling the sun for a sentry in the test of the sands# reveals #[1]#.,Dicen que #invocar al sol para un centinela en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_SCRUBS_FAIRY::423,CLEAR,They say that within a #sanctuary before the final trial# rests #[1]#.,Dicen que dentro de un #santuario antes de la prueba final# descansa #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_WATER_TRIAL_CHEST::424,CLEAR,They say that the #test of the seas# holds #[1]#.,Dicen que la #prueba de los mares# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_FOREST_TRIAL_EYE_SWITCH_CHEST::425,CLEAR,They say that the #test of the wilds# holds #[1]#.,Dicen que la #prueba de las selvas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_FOREST_TRIAL_FROZEN_EYE_SWITCH_CHEST::426,CLEAR,They say that the #test of the wilds# holds #[1]#.,Dicen que la #prueba de las selvas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_LIGHT_TRIAL_LULLABY_CHEST::427,CLEAR,They say that #music in the test of radiance# reveals #[1]#.,Dicen que la #música en la prueba del resplandor# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SHADOW_TRIAL_BOMB_FLOWER_CHEST::428,CLEAR,They say that the #test of darkness# holds #[1]#.,Dicen que la #prueba de la oscuridad# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SHADOW_TRIAL_EYE_SWITCH_CHEST::429,CLEAR,They say that the #test of darkness# holds #[1]#.,Dicen que la #prueba de la oscuridad# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_GOLDEN_GAUNTLETS_CHEST::430,CLEAR,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_RIGHT_CHEST::431,CLEAR,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_LEFT_CHEST::432,CLEAR,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_FRONT_LEFT_CHEST::433,CLEAR,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_FIRST_CHEST::434,CLEAR,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_INVISIBLE_CHEST::435,CLEAR,They say that #reflected light in the test of the sands# reveals #[1]#.,Dicen que la #luz reflejada en la prueba de las arenas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_FOREST_TRIAL_FREESTANDING_KEY::436,CLEAR,They say that the #test of the wilds# holds #[1]#.,Dicen que la #prueba de las selvas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_CENTER_LEFT::437,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_CENTER_RIGHT::438,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_RIGHT::439,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_LEFT::440,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_RIGHT::441,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_CENTER_LEFT::442,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_CENTER::443,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_CENTER_RIGHT::444,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_LEFT::445,CLEAR,They say that #scrubs in Ganon's Castle# sell #[1]#.,Dicen que los #scrubs en el Castillo de Ganon# venden #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_POT_GANONS_CASTLE::446,CLEAR,They say that a #pot in Ganon's Castle# contains #[1]#.,Dicen que una #olla en el Castillo de Ganon# contiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GANONS_CASTLE_HEART::447,CLEAR,They say that a #heart in Ganon's Castle# hides #[1]#.,Dicen que un #corazón en el Castillo de Ganon# esconde #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_KOKIRI_SWORD_CHEST::0,CLEAR,They say that the #hidden treasure of the Kokiri# is #[1]#.,Dicen que el #tesoro oculto de los Kokiri# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_TOP_LEFT_CHEST::1,CLEAR,They say that #inside Mido's house# is #[1]#.,Dicen que #dentro de la casa de Mido# está #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_TOP_LEFT_CHEST::2,CLEAR,They say that the #leader of the Kokiri# hides #[1]#.,Dicen que el #líder de los Kokiri# esconde #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_TOP_RIGHT_CHEST::3,CLEAR,They say that #inside Mido's house# is #[1]#.,Dicen que #dentro de la casa de Mido# está #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_TOP_RIGHT_CHEST::4,CLEAR,They say that the #leader of the Kokiri# hides #[1]#.,Dicen que el #líder de los Kokiri# esconde #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_BOTTOM_LEFT_CHEST::5,CLEAR,They say that #inside Mido's house# is #[1]#.,Dicen que #dentro de la casa de Mido# está #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_BOTTOM_LEFT_CHEST::6,CLEAR,They say that the #leader of the Kokiri# hides #[1]#.,Dicen que el #líder de los Kokiri# esconde #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_BOTTOM_RIGHT_CHEST::7,CLEAR,They say that #inside Mido's house# is #[1]#.,Dicen que #dentro de la casa de Mido# está #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_MIDOS_BOTTOM_RIGHT_CHEST::8,CLEAR,They say that the #leader of the Kokiri# hides #[1]#.,Dicen que el #líder de los Kokiri# esconde #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GRAVEYARD_SHIELD_GRAVE_CHEST::9,CLEAR,They say that the #treasure of a fallen soldier# is #[1]#.,Dicen que el #tesoro de un soldado caído# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMT_CHEST::10,CLEAR,They say that hidden behind a wall on a #mountain trail# is #[1]#.,Dicen que oculto detrás de una pared en una #senda de montaña# está #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_MAZE_RIGHT_CHEST::11,CLEAR,They say that in #Goron City# explosives unlock #[1]#.,Dicen que en la #Ciudad Goron# los explosivos desbloquean #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_MAZE_CENTER_CHEST::12,CLEAR,They say that in #Goron City# explosives unlock #[1]#.,Dicen que en la #Ciudad Goron# los explosivos desbloquean #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_CHEST::13,CLEAR,They say that fire #beyond a waterfall# reveals #[1]#.,Dicen que el fuego #más allá de una cascada# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GRAVEYARD_HOOKSHOT_CHEST::14,CLEAR,They say that #dead Dampé's first prize# is #[1]#.,Dicen que el #primer premio del difunto Dampé# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GRAVEYARD_HOOKSHOT_CHEST::15,CLEAR,They say that a chest hidden by a #speedy spectre# holds #[1]#.,Dicen que un cofre oculto por un #espectro veloz# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GF_CHEST::16,CLEAR,They say that on a #rooftop in the desert# lies #[1]#.,Dicen que en una #azotea en el desierto# se encuentra #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_REDEAD_GROTTO_CHEST::17,CLEAR,They say that #zombies beneath the earth# guard #[1]#.,Dicen que los #zombis bajo la tierra# custodian #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SFM_WOLFOS_GROTTO_CHEST::18,CLEAR,They say that #wolves beneath the earth# guard #[1]#.,Dicen que los #lobos bajo la tierra# custodian #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_NEAR_MARKET_GROTTO_CHEST::19,CLEAR,They say that a #hole in a field near a drawbridge# holds #[1]#.,Dicen que un #hueco en un campo cerca de un puente levadizo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_NEAR_MARKET_GROTTO_FISH::20,CLEAR,They say that a #fish in a hole in a field near a drawbridge# holds #[1]#.,Dicen que un #pez en un hueco en un campo cerca de un puente levadizo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_SOUTHEAST_GROTTO_CHEST::21,CLEAR,They say that a #hole amongst trees in a field# holds #[1]#.,Dicen que un #hueco entre árboles en un campo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_SOUTHEAST_GROTTO_FISH::22,CLEAR,They say that a #fish in a hole amongst trees in a field# holds #[1]#.,Dicen que un #pez en un hueco entre árboles en un campo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_OPEN_GROTTO_CHEST::23,CLEAR,They say that an #open hole in a field# holds #[1]#.,Dicen que un #hueco abierto en un campo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HF_OPEN_GROTTO_FISH::24,CLEAR,They say that a #fish in an open hole in a field# holds #[1]#.,Dicen que un #pez en un hueco abierto en un campo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_OPEN_GROTTO_CHEST::25,CLEAR,They say that an #open hole in a town# holds #[1]#.,Dicen que un #hueco abierto en un pueblo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_OPEN_GROTTO_FISH::26,CLEAR,They say that a #fish in an open hole in a town# holds #[1]#.,Dicen que un #pez en un hueco abierto en un pueblo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_OPEN_GROTTO_CHEST::27,CLEAR,They say that a #hole along a river# holds #[1]#.,Dicen que un #hueco a lo largo de un río# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_OPEN_GROTTO_FISH::28,CLEAR,They say that a #fish in a hole along a river# holds #[1]#.,Dicen que un #pez en un hueco a lo largo de un río# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_STORMS_GROTTO_CHEST::29,CLEAR,They say that a #hole in a forest village# holds #[1]#.,Dicen que un #hueco en una aldea boscosa# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KF_STORMS_GROTTO_FISH::30,CLEAR,They say that a #fish in a hole in a forest village# holds #[1]#.,Dicen que un #pez en un hueco en una aldea boscosa# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_NEAR_SHORTCUTS_GROTTO_CHEST::31,CLEAR,They say that a #hole in a wooded maze# holds #[1]#.,Dicen que un #hueco en un laberinto boscoso# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_NEAR_SHORTCUTS_GROTTO_FISH::32,CLEAR,They say that a #fish in a hole in a wooded maze# holds #[1]#.,Dicen que un #pez en un hueco en un laberinto boscoso# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMT_STORMS_GROTTO_CHEST::33,CLEAR,They say that #hole flooded with rain on a mountain# holds #[1]#.,Dicen que un #hueco inundado por la lluvia en una montaña# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMT_STORMS_GROTTO_FISH::34,CLEAR,They say that #fish in a hole flooded with rain on a mountain# holds #[1]#.,Dicen que un #pez en un hueco inundado por la lluvia en una montaña# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMC_UPPER_GROTTO_CHEST::35,CLEAR,They say that a #hole in a volcano# holds #[1]#.,Dicen que un #hueco en un volcán# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMC_UPPER_GROTTO_FISH::36,CLEAR,They say that a #fish in a hole in a volcano# holds #[1]#.,Dicen que un #pez en un hueco en un volcán# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_TOT_MASTER_SWORD::37,CLEAR,They say that a #pedestal in a temple# holds #[1]#.,Dicen que un #pedestal en un templo# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_TOT_LIGHT_ARROWS_CUTSCENE::38,CLEAR,They say that the #final gift of a princess# is #[1]#.,Dicen que el #último regalo de una princesa# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_GIFT_FROM_SARIA::39,CLEAR,They say that #Saria's Gift# is #[1]#.,Dicen que el #Regalo de Saria# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_GIFT_FROM_SARIA::40,CLEAR,They say that a #potato hoarder# holds #[1]#.,Dicen que un #acaparador de papas# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_GIFT_FROM_SARIA::41,CLEAR,They say that a rooty tooty #flutey cutey# gifts #[1]#.,Dicen que una raíz melodiosa #flauta encantadora# obsequia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZF_GREAT_FAIRY_REWARD::42,CLEAR,They say that the #fairy of winds# holds #[1]#.,Dicen que el hada #de los vientos# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HC_GREAT_FAIRY_REWARD::43,CLEAR,They say that the #fairy of fire# holds #[1]#.,Dicen que el hada #del fuego# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_COLOSSUS_GREAT_FAIRY_REWARD::44,CLEAR,They say that the #fairy of love# holds #[1]#.,Dicen que el hada #del amor# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMT_GREAT_FAIRY_REWARD::45,CLEAR,They say that a #magical fairy# gifts #[1]#.,Dicen que una #hada mágica# obsequia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_DMC_GREAT_FAIRY_REWARD::46,CLEAR,They say that a #magical fairy# gifts #[1]#.,Dicen que una #hada mágica# obsequia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_OGC_GREAT_FAIRY_REWARD::47,CLEAR,They say that the #fairy of strength# holds #[1]#.,Dicen que el hada #de la fuerza# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SONG_FROM_IMPA::48,CLEAR,"They say that #deep in a castle#, Impa teaches #[1]#.","Dicen que #en lo profundo de un castillo#, Impa enseña #[1]#.",YES,NONE,NONE,PASS
Hint::RHT_SONG_FROM_MALON::49,CLEAR,They say that #a farm girl# sings #[1]#.,Dicen que una #chica de la granja# canta #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_SONG_FROM_SARIA::50,CLEAR,"They say that #deep in the forest#, Saria teaches #[1]#.","Dicen que #en lo profundo del bosque#, Saria enseña #[1]#.",YES,NONE,NONE,PASS
Hint::RHT_SONG_FROM_WINDMILL::51,CLEAR,They say that a man #in a windmill# is obsessed with #[1]#.,Dicen que un hombre #en un molino de viento# está obsesionado con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HC_MALON_EGG::52,CLEAR,They say that a #girl looking for her father# gives #[1]#.,Dicen que una #chica buscando a su padre# da #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_HC_ZELDAS_LETTER::53,CLEAR,They say that a #princess in a castle# gifts #[1]#.,Dicen que una #princesa en un castillo# obsequia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_DIVING_MINIGAME::54,CLEAR,They say that those who #dive for Zora rupees# will find #[1]#.,Dicen que aquellos que #bucean por rupees de Zora# encontrarán #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_DIVING_MINIGAME::55,CLEAR,They say that an #unsustainable business model# gifts #[1]#.,Dicen que un #modelo de negocio insostenible# obsequia #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_CHILD_FISHING::56,CLEAR,They say that #fishing in youth# bestows #[1]#.,Dicen que #pescar de joven# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_POND_FISH::57,CLEAR,They say that #hitting the pond# reveals #[1]#.,Dicen que #golpear el estanque# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_HYRULE_LOACH::58,CLEAR,They say that #fishing the hyrule loach# will give you #[1]#.,Dicen que #pescar la locha de Hyrule# te dará #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_HYRULE_LOACH::59,CLEAR,They say that #fishing the legend# bestows #[1]#.,Dicen que #pescar la leyenda# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_ADULT_FISHING::60,CLEAR,They say that #fishing in maturity# bestows #[1]#.,Dicen que #pescar de adulto# otorga #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LH_LAB_DIVE::61,CLEAR,They say that a #diving experiment# is rewarded with #[1]#.,Dicen que un #experimento de buceo# es recompensado con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZD_FISH::62,CLEAR,They say that a #fish by a waterfall# hoards #[1]#.,Dicen que un #pez junto a una cascada# atesora #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_ROLLING_GORON_AS_ADULT::63,CLEAR,They say that #reassuring a young Goron# is rewarded with #[1]#.,Dicen que #tranquilizar a un Goron joven# es recompensado con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_GC_ROLLING_GORON_AS_ADULT::64,CLEAR,They say that #comforting yourself# provides #[1]#.,Dicen que #consolarte a ti mismo# proporciona #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_BOMBCHU_BOWLING_FIRST_PRIZE::65,CLEAR,They say that the #first explosive prize# is #[1]#.,Dicen que el #primer premio explosivo# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_BOMBCHU_BOWLING_SECOND_PRIZE::66,CLEAR,They say that the #second explosive prize# is #[1]#.,Dicen que el #segundo premio explosivo# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_LOST_DOG::67,CLEAR,They say that #rescuing Richard the Dog# is rewarded with #[1]#.,Dicen que #rescatar al perro Richard# es recompensado con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_MARKET_LOST_DOG::68,CLEAR,They say that #puppy lovers# will find #[1]#.,Dicen que los #amantes de los cachorros# encontrarán #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_OCARINA_MEMORY_GAME::69,CLEAR,They say that #playing an Ocarina in Lost Woods# is rewarded with #[1]#.,Dicen que #tocar una Ocarina en el Bosque Perdido# es recompensado con #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_OCARINA_MEMORY_GAME::70,CLEAR,They say that the prize for a #game of Simon Says# is #[1]#.,Dicen que el premio por un #juego de Simón Dice# es #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_LW_OCARINA_MEMORY_GAME::71,CLEAR,They say that a #child sing-a-long# holds #[1]#.,Dicen que una #canción infantil# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::72,CLEAR,They say that slaying #10 Gold Skulltulas# reveals #[1]#.,Dicen que derrotar a #10 Skulltulas Doradas# revela #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::73,CLEAR,They say that #10 bug badges# rewards #[1]#.,Dicen que las #10 insignias de bichos# recompensan #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::74,CLEAR,They say that #10 spider souls# yields #[1]#.,Dicen que las #10 almas de arañas# ofrecen #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::75,CLEAR,They say that #10 auriferous arachnids# lead to #[1]#.,Dicen que las #10 arácnidos auríferos# conducen a #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_KAK_MAN_ON_ROOF::76,CLEAR,They say that a #rooftop wanderer# holds #[1]#.,Dicen que un #vagabundo en la azotea# posee #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_MAGIC_BEAN_SALESMAN::77,CLEAR,They say that a #bean seller# offers #[1]#.,Dicen que un #vendedor de frijoles# ofrece #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_MAGIC_BEAN_SALESMAN::78,CLEAR,They say that a seller of #colorful crops# has #[1]#.,Dicen que un vendedor de #cosechas coloridas# tiene #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_IN_THE_RAIN::79,CLEAR,They say that #frogs in a storm# gift #[1]#.,Dicen que los #ranas en una tormenta# obsequian #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_ZELDAS_LULLABY::80,CLEAR,"They say that after hearing #Zelda's Lullaby, the frogs# gift #[1]#.","Dicen que después de escuchar la #Nana de Zelda, las ranas# obsequian #[1]#.",YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_ZELDAS_LULLABY::81,CLEAR,They say that #sleepy frogs# gift #[1]#.,Dicen que las #ranas soñolientas# obsequian #[1]#.,YES,NONE,NONE,PASS
Hint::RHT_ZR_FROGS_ZELDAS_LULLABY::82,CLEAR,They say that #the Froggish Tenor in the back-left# gifts #[1]#.,Dicen que la #Rana Tenor en la parte trasera izquierda# obsequia #[1]#.,YES,NONE,NONE,PASS
