id,english,spanish,direction_check,number_check,sequence_check,object_check,decision,notes
0x5000,"GYAAAH! You killed me!! Huh? Oh, it's you. --- PAGE --- Did you try to play the  Sun's Song? --- PAGE --- Like I told you before, with that  song, you can turn day to night  or night to day whenever you  want. --- PAGE --- When you're in darkness, that  song should bring the sun's light to you. You should try it.","¡¡GYAAAH!! ¡¡Me mataste!! ¿Eh? Oh, eres tú. --- PAGE --- ¿Intentaste tocar la  Canción del Sol? --- PAGE --- Como te dije antes, con esa  canción puedes cambiar el día por la noche  o la noche por el día cuando  quieras. --- PAGE --- Cuando estés en la oscuridad, esa  canción debería traerte la luz del sol. Deberías probarla.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x5009,"The rising sun will eventually set, A newborn's life will fade. --- PAGE --- From sun to moon, moon to sun... --- PAGE --- Give peaceful rest to the living dead. --- PAGE --- This is an interesting poem... huh?","El sol naciente eventualmente se pondrá, la vida de un recién nacido se desvanecerá. --- PAGE --- Del sol a la luna, de la luna al sol... --- PAGE --- Dale un descanso pacífico a los muertos vivientes. --- PAGE --- Este es un poema interesante... ¿eh?",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x500A,"Restless souls wander where they don't belong, bring them calm with the Sun's Song.","Las almas inquietas vagan por donde no pertenecen, llevales calma con la Canción del Sol.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x500B,Something is inscribed on the  tombstone... --- PAGE --- It's the secret melody of the  Composer Brothers!,Algo está inscrito en la  tumba... --- PAGE --- ¡Es la melodía secreta de los Hermanos Compositores!,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x5014,"To tell the truth, each of us was studying a different song, one to summon the sun and another to summon the moon. --- PAGE --- If you were really sent by a  member of the Royal Family, I will tell you about the results of our study. --- PAGE --- We inscribed it on the royal tombstone. --- PAGE --- As a messenger of the Royal  Family, you should show your Royal credentials on top of the  Triforce mark...","Para decir la verdad, cada uno de nosotros estudiaba una canción diferente, una para invocar al sol y otra para invocar a la luna. --- PAGE --- Si realmente te envió un miembro de la Familia Real, te contaré sobre los resultados de nuestro estudio. --- PAGE --- Lo inscribimos en la tumba real. --- PAGE --- Como mensajero de la Familia Real, deberías mostrar tus credenciales reales sobre la marca de la Trifuerza...",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x5031,"I believe Impa has gone to the  Shadow Temple to seal it again, but...she will be in danger without  any help! --- PAGE --- [PLAYER]! Impa is one of the six Sages. Destroy the evil shadow spirit and save Impa! --- PAGE --- There is an entrance to the  Shadow Temple beneath the  graveyard behind this village. --- PAGE --- The only thing I can do for you is teach you the melody that will lead you to the Shadow Temple... --- PAGE --- This is the melody that will draw you into the infinite darkness  that absorbs even time... Listen to  this, the Nocturne of Shadow!!","Creo que Impa fue al Templo de la Sombra para sellarlo de nuevo, pero... ¡estará en peligro sin ninguna ayuda! --- PAGE --- ¡[PLAYER]! Impa es una de las seis Sabias. ¡Destruye al espíritu sombrío maligno y salva a Impa! --- PAGE --- Hay una entrada al Templo de la Sombra debajo del cementerio detrás de este pueblo. --- PAGE --- Lo único que puedo hacer por ti es enseñarte la melodía que te llevará al Templo de la Sombra... --- PAGE --- Esta es la melodía que te llevará a la oscuridad infinita que absorbe incluso el tiempo... ¡Escucha esto, el Nocturno de la Sombra!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x5063,"Ding dong, ding dong! I'm a clock soldier of Kakariko! The current time is: . --- PAGE --- Hello there, son. Zelda's attendant, the great Impa, opened this village to the common people. --- PAGE --- We have only a small population  now, but someday this place will  be as lively as Hyrule Castle  Town! Oh, yes! It will! --- PAGE --- Climb up the stairs at the north end of the village to find the trail that leads up Death Mountain. --- PAGE --- But you need the King's permission to actually go up the mountain.","Ding dong, ding dong. ¡Soy un soldado relojero de Kakariko! La hora actual es: . --- PAGE --- Hola, hijo. La asistente de Zelda, la gran Impa, abrió este pueblo para la gente común. --- PAGE --- Ahora solo tenemos una pequeña población, pero algún día este lugar será tan animado como la Ciudad del Castillo de Hyrule. ¡Oh, sí! ¡Lo será! --- PAGE --- Sube las escaleras en el extremo norte del pueblo para encontrar el camino que lleva al Monte Muerte. --- PAGE --- Pero necesitas el permiso del Rey para realmente subir la montaña.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x5067,"Ding dong, ding dong! The current time is: . --- PAGE --- Head east and you'll find a graveyard. Legends say you can  calm the souls of the dead with an old song of the Royal Family.","Ding dong, ding dong. La hora actual es: . --- PAGE --- Ve al este y encontrarás un cementerio. Las leyendas dicen que puedes calmar las almas de los muertos con una vieja canción de la Familia Real.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x507C,There he is! It's him! He's the one who dropped from the sky surrounded by a blue light! --- PAGE --- Now do you believe me?,¡Ahí está! ¡Es él! ¡Es el que cayó del cielo rodeado de una luz azul! --- PAGE --- ¿Ahora me crees?,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x600C,"Past, present, future... --- PAGE --- The Master Sword is a ship with  which you can sail upstream and downstream through time's river... --- PAGE --- The port for that ship is in the Temple of Time... --- PAGE --- To restore the Desert Colossus and enter the Spirit Temple, you must travel back through time's flow... --- PAGE --- Listen to this Requiem of Spirit... This melody will lead a child back to the desert.","Pasado, presente, futuro... --- PAGE --- La Espada Maestra es un barco con el cual puedes navegar río arriba y río abajo a través del río del tiempo... --- PAGE --- El puerto de ese barco está en el Templo del Tiempo... --- PAGE --- Para restaurar al Coloso del Desierto y entrar al Templo del Espíritu, debes viajar de regreso a través del flujo del tiempo... --- PAGE --- Escucha este Réquiem del Espíritu... Esta melodía llevará a un niño de regreso al desierto.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x6049,"With my flame, I will burn him to the bone!","¡Con mi llama, lo quemaré hasta los huesos!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x605E,"I was afraid you were going to  forget about me! Now I'm free! Thanks! I'm Shiro the carpenter. --- PAGE --- For rescuing me, I'll tell you something interesting about the desert that I overheard the Gerudos talking about. --- PAGE --- They said, ""In order to cross the Haunted Wasteland, you'll need the 'eye of truth.' The Colossus is on the far side of the wasteland..."" --- PAGE --- OK, now I'm going back to my tent near Gerudo Valley, so,  drop by sometime. You may find  something helpful there! Byeee!","¡Tenía miedo de que fueras a olvidarme! ¡Ahora soy libre! ¡Gracias! Soy Shiro el carpintero. --- PAGE --- Por rescatarme, te contaré algo interesante sobre el desert que escuché a las Gerudo hablando. --- PAGE --- Dijeron: ""Para cruzar el Desierto Encantado, necesitarás el 'ojo de la verdad'. El Coloso está al otro lado del desierto..."" --- PAGE --- Bien, ahora voy a volver a mi carpa cerca del Valle Gerudo, así que pásate por aquí. ¡Podrás encontrar algo útil! ¡Chao!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x607A,"From now on, the future of all the people in Hyrule is on your  shoulders. --- PAGE --- Maybe it's not my time anymore.  Here is my last advice. --- PAGE --- Two witches inhabit this temple. In  order to destroy them, turn their  own magic power against them. Hoo hoot!","De ahora en adelante, el futuro de toda la gente de Hyrule está sobre tus hombros. --- PAGE --- Quizás ya no es mi momento. Aquí está mi último consejo. --- PAGE --- Dos brujas habitan este templo. Para destruirlas, usa su propio poder mágico en su contra. ¡Hoo hoot!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7009,"Can you see the man with the  evil eyes? --- PAGE --- That is Ganondorf, the leader of  the Gerudos. They hail from the  desert far to the west. --- PAGE --- Though he swears allegiance to my  father, I am sure he is not  sincere. --- PAGE --- The dark clouds that covered  Hyrule in my dream... They must symbolize that man!","¿Puedes ver al hombre con los ojos malvados? --- PAGE --- Ese es Ganondorf, el líder de las Gerudo. Ellas provienen del desierto lejano al oeste. --- PAGE --- Aunque jura lealtad a mi padre, estoy segura de que no es sincero. --- PAGE --- Las nubes oscuras que cubrían Hyrule en mi sueño... ¡Deben simbolizar a ese hombre!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x700E,It seems like it's taking forever for dawn to come... --- PAGE --- The view of Hyrule Castle in  the morning sun is so fantastic!,Parece que tarda una eternidad en llegar el amanecer... --- PAGE --- ¡La vista del Castillo de Hyrule con el sol de la mañana es fantástica!,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7015,They say we Hylians have big ears in order to hear the voices of the  gods...but I've never heard them!,Dicen que nosotros los hylianos tenemos orejas grandes para escuchar las voces de los dioses... ¡pero yo nunca las he oído!,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7017,"To get to Lon Lon Ranch, after you leave town, head due south across the field. You should visit the ranch at least once!","Para llegar a Granja Lon Lon, después de que salgas de la ciudad, ve hacia el sur a través del campo. ¡Deberías visitar la granja al menos una vez!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7037,"That's right... The Temple of Time is the entrance through which you can enter the Sacred Realm from our world. --- PAGE --- But the entrance is sealed with a stone wall called the  Door of Time. --- PAGE --- And, in order to open the door, it is said that you need to collect three Spiritual Stones. --- PAGE --- And another thing you need...is the treasure that the Royal Family keeps along with this legend...","Así es... El Templo del Tiempo es la entrada por la cual puedes entrar al Reino Sagrado desde nuestro mundo. --- PAGE --- Pero la entrada está sellada con una pared de piedra llamada la Puerta del Tiempo. --- PAGE --- Y, para abrir la puerta, dicen que necesitas reunir tres Piedras Espirituales. --- PAGE --- Y otra cosa que necesitas... es el tesoro que la Familia Real guarda junto con esta leyenda...",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x703D,"The Spiritual Stone... You finally found it! --- PAGE --- It is said that the races that hold the Spiritual Stones open their minds only to one who knows the melody of the Royal Family. --- PAGE --- But you already know that, don't you?","La Piedra Espiritual... ¡Por fin la encontraste! --- PAGE --- Dicen que las razas que poseen las Piedras Espirituales abren sus mentes solo a quien conoce la melodía de la Familia Real. --- PAGE --- Pero ya lo sabes, ¿no?",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x704F,"I am Rauru, one of the ancient Sages... --- PAGE --- Ages ago, we ancient Sages built the Temple of Time to  protect the entrance to the Sacred Realm... --- PAGE --- This is the Chamber of Sages,  inside the Temple of Light... --- PAGE --- The Temple of Light, situated in the very center of the Sacred  Realm, is the last stronghold  against Ganondorf's evil forces. --- PAGE --- The Master Sword--the evil- destroying sword that you pulled out of the Pedestal of Time--was  the final key to the Sacred Realm. --- PAGE --- [PLAYER]... Don't be alarmed... Look at yourself...!","Soy Rauru, uno de los antiguos Sabios... --- PAGE --- Hace edades, nosotros los antiguos Sabios construimos el Templo del Tiempo para proteger la entrada al Reino Sagrado... --- PAGE --- Esta es la Cámara de Sabios, dentro del Templo de la Luz... --- PAGE --- El Templo de la Luz, situado en el centro mismo del Reino Sagrado, es la última fortaleza contra las fuerzas malvadas de Ganondorf. --- PAGE --- La Espada Maestra, la espada destruyente del mal que sacaste del Pedestal del Tiempo, fue la llave final al Reino Sagrado. --- PAGE --- [PLAYER]... No te alarmes... ¡Mírate...!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7053,"But, remember... --- PAGE --- Though you opened the Door of  Time in the name of peace... --- PAGE --- Ganondorf, the Gerudo King of Thieves, used it to enter this  forbidden Sacred Realm! --- PAGE --- He obtained the Triforce from the Temple of Light, and with its  power, he became the King of Evil... --- PAGE --- His evil power radiated from the temples of Hyrule, and in seven short years, it transformed Hyrule into a world of monsters. --- PAGE --- My power now has only little  influence, even in this Sacred Realm... --- PAGE --- Namely, this Chamber of Sages. --- PAGE --- But there is still hope... --- PAGE --- The power of the Sages remains. --- PAGE --- When the power of all the Sages is awakened... --- PAGE --- The Sages' Seals will contain all the evil power in the void of  the Realm... --- PAGE --- I, Rauru, am one of the Sages... And... --- PAGE --- Your power to fight together with the Sages makes you the  Hero of Time! --- PAGE --- The Hero of Time, chosen by the Master Sword! --- PAGE --- Keep my spirit with you... And, find the power of the other Sages and add their might to your own!","Pero, recuerda... --- PAGE --- Aunque abriste la Puerta del Tiempo en nombre de la paz... --- PAGE --- Ganondorf, el Rey Gerudo de Los Ladrones, la usó para entrar en este prohibido Reino Sagrado! --- PAGE --- Obtuvo el Trifuerza del Templo de la Luz, y con su poder, se convirtió en el Rey del Mal... --- PAGE --- Su poder maligno irradió desde los templos de Hyrule, y en solo siete años, transformó Hyrule en un mundo de monstruos. --- PAGE --- Mi poder ahora tiene solo poca influencia, incluso en este Reino Sagrado... --- PAGE --- Es decir, esta Cámara de Sabios. --- PAGE --- Pero aún hay esperanza... --- PAGE --- El poder de los Sabios permanece. --- PAGE --- Cuando el poder de todos los Sabios despierte... --- PAGE --- ¡Los Sellos de los Sabios contendrán todo el poder maligno en el vacío del Reino... --- PAGE --- Yo, Rauru, soy uno de los Sabios... Y... --- PAGE --- ¡Tu poder para luchar junto con los Sabios te convierte en el Héroe del Tiempo! --- PAGE --- ¡El Héroe del Tiempo, elegido por la Espada Maestra! --- PAGE --- ¡Guarda mi espíritu contigo... Y, encuentra el poder de los otros Sabios y añade su fuerza a la tuya!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7057,"When evil rules all, an awakening voice from the Sacred Realm will call those destined to be Sages, who dwell in the five temples. --- PAGE --- One in a deep forest... --- PAGE --- One on a high mountain... --- PAGE --- One under a vast lake... --- PAGE --- One within the house of the dead... --- PAGE --- One inside a goddess of the sand... --- PAGE --- Together with the Hero of Time,  the awakened ones will bind the evil and return the light of peace to the world... --- PAGE --- This is the legend of the temples passed down by my people, the Sheikah.","Cuando el mal gobierne todo, una voz de despertar del Reino Sagrado llamará a los destinados a ser Sabios, que habitan en los cinco templos. --- PAGE --- Uno en un bosque profundo... --- PAGE --- Uno en una montaña alta... --- PAGE --- Uno bajo un vasto lago... --- PAGE --- Uno dentro de la casa de los muertos... --- PAGE --- Uno dentro de una diosa de la arena... --- PAGE --- Junto con el Héroe del Tiempo, los despertados encadenarán al mal y devolverán la luz de la paz al mundo... --- PAGE --- Esta es la leyenda de los templos pasada por mi pueblo, los Sheikah.",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7074,"You destroyed the wicked creatures that haunted the temple and awakened the Sage... --- PAGE --- But there are still other Sages who need your help. --- PAGE --- In order to awaken all the other Sages, you must become even more powerful. --- PAGE --- You must travel over mountains... --- PAGE --- under water... --- PAGE --- and even through time...","Destruiste a las criaturas malvadas que acechaban el templo despertaste al Sabio... --- PAGE --- Pero aún hay otros Sabios que necesitan tu ayuda. --- PAGE --- Para despertar a todos los otros Sabios, debes ser aún más poderoso. --- PAGE --- Debes viajar sobre montañas... --- PAGE --- bajo el agua... --- PAGE --- y incluso a través del tiempo...",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7084,"The six Sages will open the sealed door and lure Ganondorf back into the Sacred Realm. --- PAGE --- I will then seal the door to the  Sacred Realm from this world. --- PAGE --- Thus, Ganondorf the Evil King will vanish from Hyrule. --- PAGE --- [PLAYER]... In order to do this, I need your  courage again. Please protect me while I do my part. --- PAGE --- And here is a weapon that can  penetrate the Evil King's defenses... The power given to the chosen  ones... --- PAGE --- The sacred Arrow of Light!!!","Los seis Sabios abrirán la puerta sellada y atraerán a Ganondorf de vuelta al Reino Sagrado. --- PAGE --- Luego sellaré la puerta del Reino Sagrado desde este mundo. --- PAGE --- Así, Ganondorf el Rey Maligno desaparecerá de Hyrule. --- PAGE --- [PLAYER]... Para hacer esto, necesito tu coraje de nuevo. Por favor protégeme mientras hago mi parte. --- PAGE --- Y aquí está un arma que puede penetrar las defensas del Rey Maligno... El poder otorgado a los elegidos... --- PAGE --- ¡¡¡La sagrada Flecha de la Luz!!!",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x708C,The time will come when you will have to return here quickly... I will teach this to you for when  that time comes... --- PAGE --- The song to return you to the  Temple of Time... The Prelude of Light...,Llegará el momento en que tendrás que volver aquí rápidamente... Te enseñaré esto para cuando ese momento llegue... --- PAGE --- La canción que te devolverá al Templo del Tiempo... Preludio de la Luz...,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x7090,"You are a courageous boy... You are heading out on a big, new  adventure, aren't you? --- PAGE --- My role in the Princess's dream was to teach a melody to the one from the forest. --- PAGE --- This is an ancient melody passed  down by the Royal Family. --- PAGE --- I have played this song for  Princess Zelda as a lullaby ever since she was a baby... --- PAGE --- There is mysterious power in  these notes. --- PAGE --- Now listen carefully...","Eres un chico valiente... Te embarcarás en una gran nueva aventura, ¿verdad? --- PAGE --- Mi papel en el sueño de la Princesa fue enseñarle una melodía a uno proveniente del bosque. --- PAGE --- Esta es una melodía antigua transmitida por la Familia Real. --- PAGE --- He tocado esta canción para la Princesa Zelda como canción de cuna desde que era bebé... --- PAGE --- Hay un poder misterioso en estas notas. --- PAGE --- Ahora escucha con atención...",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x70E5,The Light Barrier is dispelled! Hurry!,¡La Barrera de la Luz ha sido dispersada! ¡Date prisa!,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
0x70FC,"I had a dream...In the dream, dark storm clouds were billowing over the land of Hyrule... --- PAGE --- But suddenly, a ray of light shot out of the forest, parted the clouds and lit up the ground... --- PAGE --- The light turned into a figure holding a green and shining stone, followed by a fairy...","Tuve un sueño...En el sueño, nubes oscuras se desplegaban sobre la tierra de Hyrule... --- PAGE --- Pero de repente, un rayo de luz salió del bosque, separó las nubes e iluminó el suelo... --- PAGE --- La luz se convirtió en una figura que sostenía una piedra verde y brillante, seguida de un hada...",PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_FIRE_TEMPLE_MQ_FREESTANDING_KEY::166,They say that hidden #beneath a block of stone# lies #[1]#.,Dicen que oculto #debajo de un bloque de piedra# se encuentra #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_FIRE_TEMPLE_MQ_LOOP_STALFOS_SUN_FAIRY::182,They say that #calling the sun in a hot arena# reveals #[1]#.,Dicen que #invocar al sol en una arena caliente# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_FIRE_TEMPLE_MQ_LOOP_KNUCKLE_SUN_FAIRY::183,They say that #calling the sun behind a knight's throne in a volcano# reveals #[1]#.,Dicen que #invocar al sol detrás del trono de un caballero en un volcán# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_WATER_TEMPLE_MQ_DARK_LINK_PILAR_SUN_FAIRY::212,They say that #calling the sun atop a small pillar before a duel with one's shadow# reveals #[1]#.,Dicen que #invocar al sol encima de un pequeño pilar antes de un duelo con la propia sombra# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_WATER_TEMPLE_MQ_DARK_LINK_RIGHT_SUN_FAIRY::214,They say that #calling the sun before a duel with one's shadow# reveals #[1]#.,Dicen que #invocar al sol antes de un duelo con la propia sombra# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_FIRST_MIRROR_LEFT_CHEST::220,They say that a #shadow circling reflected light# in the Spirit Temple guards #[1]#.,Dicen que una #sombra girando alrededor de luz reflejada# en el Templo del Espíritu custodia #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_FIRST_MIRROR_RIGHT_CHEST::221,They say that a #shadow circling reflected light# in the Spirit Temple guards #[1]#.,Dicen que una #sombra girando alrededor de luz reflejada# en el Templo del Espíritu custodia #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_NEAR_FOUR_ARMOS_CHEST::228,They say that those who #show the light among statues# in the Spirit Temple find #[1]#.,Dicen que aquellos que #muestran la luz entre estatuas# en el Templo del Espíritu encuentran #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_TOPMOST_CHEST::232,They say that those who #show the light above the Colossus# find #[1]#.,Dicen que aquellos que #muestran la luz sobre el Coloso# encuentran #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_MQ_ENTRANCE_BACK_RIGHT_CHEST::234,They say that a #switch in a pillar# within the Spirit Temple drops #[1]#.,Dicen que un #interruptor en un pilar# dentro del Templo del Espíritu suelta #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_MQ_STATUE_ROOM_LULLABY_CHEST::242,They say that a #royal melody awakens the colossus# to reveal #[1]#.,Dicen que una #melodía real despierta al coloso# para revelar #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_MQ_BOSS_KEY_CHEST::249,They say that a #temporal stone blocks the light# leading to #[1]#.,Dicen que una #piedra temporal bloquea la luz# que conduce a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SPIRIT_TEMPLE_MQ_MIRROR_PUZZLE_INVISIBLE_CHEST::250,They say that those who #show the light above the Colossus# find #[1]#.,Dicen que aquellos que #muestran la luz sobre el Coloso# encuentran #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_FALLING_SPIKES_LOWER_CHEST::273,They say that #falling spikes# block the path to #[1]#.,Dicen que los #pinchos que caen# bloquean el camino a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_FALLING_SPIKES_UPPER_CHEST::274,They say that #falling spikes# block the path to #[1]#.,Dicen que los #pinchos que caen# bloquean el camino a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_FALLING_SPIKES_SWITCH_CHEST::275,They say that #falling spikes# block the path to #[1]#.,Dicen que los #pinchos que caen# bloquean el camino a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_MQ_FALLING_SPIKES_SWITCH_CHEST::288,They say that #falling spikes# block the path to #[1]#.,Dicen que los #pinchos que caen# bloquean el camino a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_MQ_FALLING_SPIKES_LOWER_CHEST::289,They say that #falling spikes# block the path to #[1]#.,Dicen que los #pinchos que caen# bloquean el camino a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_MQ_FALLING_SPIKES_UPPER_CHEST::290,They say that #falling spikes# block the path to #[1]#.,Dicen que los #pinchos que caen# bloquean el camino a #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_SHADOW_TEMPLE_WIND_HINT_SUN_FAIRY::318,They say that an #calling the sun near an invisible chest guarded by the dead# reveals #[1]#.,Dicen que #invocar al sol cerca de un cofre invisible custodiado por los muertos# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BOTTOM_OF_THE_WELL_UNDERWATER_FRONT_CHEST::327,They say that a #royal melody in the well# uncovers #[1]#.,Dicen que una #melodía real en el pozo# descubre #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BOTTOM_OF_THE_WELL_UNDERWATER_LEFT_CHEST::328,They say that a #royal melody in the well# uncovers #[1]#.,Dicen que una #melodía real en el pozo# descubre #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BOTTOM_OF_THE_WELL_MQ_MAP_CHEST::333,They say that a #royal melody in the well# uncovers #[1]#.,Dicen que una #melodía real en el pozo# descubre #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BOTTOM_OF_THE_WELL_BASEMENT_SUN_FAIRY::346,They say that an #calling the sun a dead end# within the well reveals #[1]#.,Dicen que #invocar al sol en un callejón sin salida# dentro del pozo revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BOTTOM_OF_THE_WELL_MQ_CELL_SUN_FAIRY::347,They say that an #calling the sun in an empty cell# within the well reveals #[1]#.,Dicen que #invocar al sol en una celda vacía# dentro del pozo revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_BOTTOM_OF_THE_WELL_MQ_BASEMENT_SUN_FAIRY::348,They say that an #calling the sun a dead end# within the well reveals #[1]#.,Dicen que #invocar al sol en un callejón sin salida# dentro del pozo revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GERUDO_TRAINING_GROUND_BEFORE_HEAVY_BLOCK_CHEST::382,They say that #before a block of silver# thieves can find #[1]#.,Dicen que #antes de un bloque de plata# los ladrones pueden encontrar #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_BEFORE_HEAVY_BLOCK_CHEST::392,They say that #before a block of silver# thieves can find #[1]#.,Dicen que #antes de un bloque de plata# los ladrones pueden encontrar #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_SHADOW_TRIAL_GOLDEN_GAUNTLETS_CHEST::411,They say that #light in the test of darkness# unveils #[1]#.,Dicen que la #luz en la prueba de la oscuridad# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
Hint::RHT_GANONS_CASTLE_SPIRIT_TRIAL_SUN_FAIRY::422,They say that #calling the sun for a sentry in the test of the sands# reveals #[1]#.,Dicen que #invocar al sol para un centinela en la prueba de las arenas# revela #[1]#.,PASS,PASS,PASS,PASS,PASS,"Cardinal directions, quantities, and sequence condition logic certified"
