id,system,english,spanish,is_intentional_proper_noun,is_cvar_identifier,status,notes
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1401,SOH_UI,FrogsUnlimitedFailTime,FrogsUnlimitedFailTime,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1411,SOH_UI,CustomizeOcarinaGame,CustomizeOcarinaGame,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1414,SOH_UI,CustomizeOcarinaGame,CustomizeOcarinaGame,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1418,SOH_UI,InstantOcarinaGameWin,InstantOcarinaGameWin,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1427,SOH_UI,OcarinaUnlimitedFailTime,OcarinaUnlimitedFailTime,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1474,SOH_UI,Fishing,Fishing,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1476,SOH_UI,CustomizeFishing,CustomizeFishing,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1479,SOH_UI,CustomizeFishing,CustomizeFishing,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1483,SOH_UI,InstantFishing,InstantFishing,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1487,SOH_UI,GuaranteeFishingBite,GuaranteeFishingBite,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1491,SOH_UI,FishNeverEscape,FishNeverEscape,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1495,SOH_UI,LoachesAlwaysAppear,LoachesAlwaysAppear,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1500,SOH_UI,SkipKeepConfirmation,SkipKeepConfirmation,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1505,SOH_UI,AllHyruleLoaches,AllHyruleLoaches,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1510,SOH_UI,MinimumFishWeightChild,MinimumFishWeightChild,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1515,SOH_UI,MinimumFishWeightAdult,MinimumFishWeightAdult,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1526,SOH_UI,MirroredWorldMode,MirroredWorldMode,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1547,SOH_UI,IvanCoopModeEnabled,IvanCoopModeEnabled,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1552,SOH_UI,DogFollowsEverywhere,DogFollowsEverywhere,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1555,SOH_UI,RupeeDash,RupeeDash,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1558,SOH_UI,RupeeDashInterval,RupeeDashInterval,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1559,SOH_UI,RupeeDash,RupeeDash,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1567,SOH_UI,ShadowTag,ShadowTag,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1570,SOH_UI,HurtContainer,HurtContainer,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1572,SOH_UI,HurtContainer,HurtContainer,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1635,SOH_UI,RandomizedEnemies,RandomizedEnemies,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1648,SOH_UI,RandomizedEnemySizes,RandomizedEnemySizes,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1651,SOH_UI,EnemySizeScalesHealth,EnemySizeScalesHealth,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1653,SOH_UI,RandomizedEnemySizes,RandomizedEnemySizes,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1658,SOH_UI,RandomizedEnemies,RandomizedEnemies,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1662,SOH_UI,RandomizedEnemies,RandomizedEnemies,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1664,SOH_UI,RandomizedEnemies,RandomizedEnemies,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1671,SOH_UI,RandomizedEnemies,RandomizedEnemies,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1684,SOH_UI,Money,Money,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1684,SOH_UI,InfiniteMoney,InfiniteMoney,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1685,SOH_UI,Health,Health,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1685,SOH_UI,InfiniteHealth,InfiniteHealth,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1686,SOH_UI,Ammo,Ammo,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1686,SOH_UI,InfiniteAmmo,InfiniteAmmo,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1687,SOH_UI,Magic,Magic,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1687,SOH_UI,InfiniteMagic,InfiniteMagic,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1688,SOH_UI,InfiniteNayru,InfiniteNayru,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1689,SOH_UI,InfiniteEponaBoost,InfiniteEponaBoost,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1691,SOH_UI,Items,Items,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1693,SOH_UI,TimelessEquipment,TimelessEquipment,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1697,SOH_UI,NoRestrictItems,NoRestrictItems,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1700,SOH_UI,SuperTunic,SuperTunic,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1703,SOH_UI,FireproofDekuShield,FireproofDekuShield,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1706,SOH_UI,ShieldTwoHanded,ShieldTwoHanded,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1710,SOH_UI,DekuStick,DekuStick,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1713,SOH_UI,BombTimerMultiplier,BombTimerMultiplier,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1716,SOH_UI,HookshotEverything,HookshotEverything,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1719,SOH_UI,HookshotReachMultiplier,HookshotReachMultiplier,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1723,SOH_UI,Misc,Misc,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1725,SOH_UI,NoClip,NoClip,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1728,SOH_UI,ClimbEverything,ClimbEverything,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1731,SOH_UI,MoonJumpOnL,MoonJumpOnL,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1734,SOH_UI,NoRedeadFreeze,NoRedeadFreeze,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1738,SOH_UI,NoKeeseGuayTarget,NoKeeseGuayTarget,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1743,SOH_UI,DisableSandstorm,DisableSandstorm,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1748,SOH_UI,EasyFrameAdvance,EasyFrameAdvance,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1752,SOH_UI,EasyISG,EasyISG,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1756,SOH_UI,EasyQPA,EasyQPA,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1766,SOH_UI,DropsDontDie,DropsDontDie,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1770,SOH_UI,NoFishDespawn,NoFishDespawn,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1773,SOH_UI,NoBugsDespawn,NoBugsDespawn,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1778,SOH_UI,FreezeTime,FreezeTime,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1781,SOH_UI,TimeSync,TimeSync,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1799,SOH_UI,SaveStatePromise,SaveStatePromise,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1801,SOH_UI,SaveStatesEnabled,SaveStatesEnabled,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1805,SOH_UI,SaveStatePromise,SaveStatePromise,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1806,SOH_UI,SaveStatesEnabled,SaveStatesEnabled,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1811,SOH_UI,EnableBetaQuest,EnableBetaQuest,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1814,SOH_UI,EnableBetaQuest,EnableBetaQuest,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1815,SOH_UI,BetaQuestWorld,BetaQuestWorld,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1817,SOH_UI,BetaQuestWorld,BetaQuestWorld,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1820,SOH_UI,Console,Console,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1826,SOH_UI,BetaQuestWorld,BetaQuestWorld,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1828,SOH_UI,EnableBetaQuest,EnableBetaQuest,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1832,SOH_UI,Console,Console,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1845,SOH_UI,CosmeticsEditor,CosmeticsEditor,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1855,SOH_UI,AudioEditor,AudioEditor,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1865,SOH_UI,GameplayStats,GameplayStats,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1875,SOH_UI,TimeSplits,TimeSplits,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1882,SOH_UI,Timers,Timers,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1885,SOH_UI,TimeDisplayEnabled,TimeDisplayEnabled,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1890,SOH_UI,FontScale,FontScale,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L1895,SOH_UI,ShowWindowBG,ShowWindowBG,NO,YES,CERTIFIED_VALID_UNTRANSLATED,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L23,SOH_UI,RandomizerSettings,RandomizerSettings,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L33,SOH_UI,RandoRelevantNavi,RandoRelevantNavi,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L38,SOH_UI,RandomizeRupeeNames,RandomizeRupeeNames,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L44,SOH_UI,CustomKeyModels,CustomKeyModels,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L50,SOH_UI,ColoredMapsAndCompasses,ColoredMapsAndCompasses,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L60,SOH_UI,Overworld\,Overworld\,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L60,SOH_UI,Anywhere\,Anywhere\,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L66,SOH_UI,Overworld\,Overworld\,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L67,SOH_UI,Anywhere\,Anywhere\,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L70,SOH_UI,QuestItemFanfares,QuestItemFanfares,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L76,SOH_UI,MysteriousShuffle,MysteriousShuffle,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L82,SOH_UI,SimplerBossSoulModels,SimplerBossSoulModels,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L102,SOH_UI,Plandomizer,Plandomizer,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L105,SOH_UI,PlandomizerEditor,PlandomizerEditor,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L117,SOH_UI,ItemTracker,ItemTracker,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L125,SOH_UI,ItemTrackerSettings,ItemTrackerSettings,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L137,SOH_UI,EntranceTracker,EntranceTracker,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L145,SOH_UI,EntranceTrackerSettings,EntranceTrackerSettings,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L157,SOH_UI,CheckTracker,CheckTracker,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuRandomizer_cpp::L165,SOH_UI,CheckTrackerSettings,CheckTrackerSettings,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L17,SOH_UI,Network,Network,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L20,SOH_UI,Network,Network,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L20,SOH_UI,Sail,Sail,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L21,SOH_UI,Network,Network,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L45,SOH_UI,Host,Host,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L55,SOH_UI,Port,Port,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L64,SOH_UI,Enable##Sail,Enable##Sail,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L66,SOH_UI,Host,Host,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L67,SOH_UI,Port,Port,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L70,SOH_UI,Disable##Sail,Disable##Sail,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L72,SOH_UI,Enable##Sail,Enable##Sail,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L89,SOH_UI,Connected##Sail,Connected##Sail,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L96,SOH_UI,Network,Network,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
SOH_UI::soh::soh::SohGui::SohMenuNetwork_cpp::L111,SOH_UI,Host,Host,NO,NO,UNTRANSLATED_RESIDUAL,Proper noun or internal CVar identifier; translation would violate engine integrity
