id,system,english,spanish_before,risk_class,gameplay_critical,source_file,source_line,actor,scene,context_summary,evidence,glossary_terms,issue_found,decision,spanish_after,confidence,reviewer_note
0x4059,MAIN_GAME,"Look at that, [PLAYER]... --- PAGE --- Together, you and Princess Ruto  destroyed the evil monster! --- PAGE --- Once again, the lake is filled with pure water. All is as it was here.","Mira eso, [PLAYER]... --- PAGE --- ¡Juntos, tú y la Princesa Ruto  destruisteis al monstruo maligno! --- PAGE --- Una vez más, el lago está lleno de  agua pura. Todo está como estaba aquí.",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Mira eso, [PLAYER]... --- PAGE --- ¡Juntos, tú y la Princesa Ruto  destruisteis al monstruo maligno! --- PAGE --- Una vez más, el lago está lleno de  agua pura. Todo está como estaba aquí.",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x405C,MAIN_GAME,Take as much as you want for  20 Rupees.  Want to play? [CHOICE:2]Yes No,Toma lo que quieras por  20 Rupias. ¿Quieres jugar? [CHOICE:2]Sí No,CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,Toma lo que quieras por  20 Rupias. ¿Quieres jugar? [CHOICE:2]Sí No,HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x4079,MAIN_GAME,That song you played for me still stays in my heart. Let's hear it again!,Esa canción que me tocaste aún  permanece en mi corazón. ¡Déjame  escucharla otra vez!,CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,Esa canción que me tocaste aún  permanece en mi corazón. ¡Déjame  escucharla otra vez!,HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x407A,MAIN_GAME,That song you played for me  stays in my heart!,¡Esa canción que me tocaste  permanece en mi corazón!,CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,¡Esa canción que me tocaste  permanece en mi corazón!,HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x4088,MAIN_GAME,"Hey, young man! Don't you have  anything important you should be doing? --- PAGE --- What? Are you saying it's more  fun to play here? --- PAGE --- I've seen many people ruin their lives with that kind of attitude. I'm serious! Oh well...","¡Oye, joven! ¿No tienes  algo importante que hacer? --- PAGE --- ¿Qué? ¿Estás diciendo que es más  dividertido jugar aquí? --- PAGE --- He visto a mucha gente arruinar sus  vidas con esa actitud. ¡En serio! Bueno, ya...",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Oye, joven! ¿No tienes  algo importante que hacer? --- PAGE --- ¿Qué? ¿Estás diciendo que es más  dividertido jugar aquí? --- PAGE --- He visto a mucha gente arruinar sus  vidas con esa actitud. ¡En serio! Bueno, ya...",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x4089,MAIN_GAME,The biggest fish ever caught in this pond weighed  pounds. The angler: [PLAYER],El pez más grande capturado en  este estanque pesaba  libras. El pescador: [PLAYER],CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,El pez más grande capturado en  este estanque pesaba  libras. El pescador: [PLAYER],HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A0,MAIN_GAME,"Hey, baby! I'm Bonooru, the scarecrow! You've probably heard about my fantastic memory! --- PAGE --- If you have a new tune to play, blow it! --- PAGE --- This is the song you tooted last  time, baby! --- PAGE --- Hit it!","¡Hola, cariño! ¡Soy Bonooru, el espantapájaros! ¡Seguro que has oído hablar de mi  fantástica memoria! --- PAGE --- Si tienes una nueva canción para  tocar, ¡tónala! --- PAGE --- Esta es la canción que tocaste la  última vez, ¡cariño! --- PAGE --- ¡Tócala!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Hola, cariño! ¡Soy Bonooru, el espantapájaros! ¡Seguro que has oído hablar de mi  fantástica memoria! --- PAGE --- Si tienes una nueva canción para  tocar, ¡tónala! --- PAGE --- Esta es la canción que tocaste la  última vez, ¡cariño! --- PAGE --- ¡Tócala!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A2,MAIN_GAME,"Play the usual tune to call Pierre! If he's nearby, he'll come out to help you, baby!","Toca la canción de siempre para  llamar a Pierre. Si está cerca, saldrá a  ayudarte, ¡cariño!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Toca la canción de siempre para  llamar a Pierre. Si está cerca, saldrá a  ayudarte, ¡cariño!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A3,MAIN_GAME,"Hey! Aren't you the fairy buddy I met a long time ago? Wow, you grew, dude! --- PAGE --- Well, here's your song... --- PAGE --- What? --- PAGE --- No, I never forget! You, you're the one who forgot... aren't you? If you have an  Ocarina, play that song, baby!","¡Oye! ¿No eres el amigo hada que  conocí hace mucho tiempo? ¡Vaya, creciste, compa! --- PAGE --- Bueno, aquí está tu canción... --- PAGE --- ¿Qué? --- PAGE --- No, ¡nunca olvido! Tú, tú eres el que olvidó... ¿no es así? Si tienes un  Ocarina, toca esa canción, ¡cariño!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Oye! ¿No eres el amigo hada que  conocí hace mucho tiempo? ¡Vaya, creciste, compa! --- PAGE --- Bueno, aquí está tu canción... --- PAGE --- ¿Qué? --- PAGE --- No, ¡nunca olvido! Tú, tú eres el que olvidó... ¿no es así? Si tienes un  Ocarina, toca esa canción, ¡cariño!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A4,MAIN_GAME,"Whoa! You have an ocarina! Hey, why don't you lay a tune on me with it, baby?!","¡Vaya! ¡Tienes una ocarina! Oye, ¿por qué no me tocas  una canción con ella, cariño?",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Vaya! ¡Tienes una ocarina! Oye, ¿por qué no me tocas  una canción con ella, cariño?",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A6,MAIN_GAME,"Play it like that and you'll never move this scarecrow's heart, baby!","Si la tocas así, ¡nunca  moverás el corazón de este  espantapájaros, cariño!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Si la tocas así, ¡nunca  moverás el corazón de este  espantapájaros, cariño!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A7,MAIN_GAME,"OH YEAHHH!! That's it, that's the tune!! You rock!! I'm blown away! --- PAGE --- Oh, no, no! I didn't forget the song...I never forget anything! But I just feel like rewarding you, baby! --- PAGE --- ........ I have a good idea! --- PAGE --- My buddy Pierre is wandering around, so play that tune when you want to call him! --- PAGE --- I'll tell him to help you if he's nearby and hears that song, baby!","¡¡OH SÍÍÍ!! ¡¡Esa es, ¡esa es la canción!! ¡¡Eres increíble!! ¡Me dejaste  boquiabierto! --- PAGE --- ¡Oh, no, no! No olvidé la  canción... ¡nunca olvido nada! Pero solo quiero recompensarte,  cariño! --- PAGE --- ........ ¡Tengo una buena idea! --- PAGE --- Mi compa Pierre está rondando  por ahí, así que toca esa canción  cuando quieras llamarlo. --- PAGE --- ¡Le diré que te ayude si está  cerca y escucha esa canción, cariño!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡¡OH SÍÍÍ!! ¡¡Esa es, ¡esa es la canción!! ¡¡Eres increíble!! ¡Me dejaste  boquiabierto! --- PAGE --- ¡Oh, no, no! No olvidé la  canción... ¡nunca olvido nada! Pero solo quiero recompensarte,  cariño! --- PAGE --- ........ ¡Tengo una buena idea! --- PAGE --- Mi compa Pierre está rondando  por ahí, así que toca esa canción  cuando quieras llamarlo. --- PAGE --- ¡Le diré que te ayude si está  cerca y escucha esa canción, cariño!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A8,MAIN_GAME,"Hey, it's the Ocarina! Play that song with it, baby!","¡Oye, es la Ocarina! Toca esa canción con ella, cariño!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Oye, es la Ocarina! Toca esa canción con ella, cariño!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40A9,MAIN_GAME,"Young lad, you play the Ocarina well... Mmmmm...! That melody is  so fine...ribbit! We all should practice it, ribbit! --- PAGE --- Take Rupees as a souvenir! If you come up with another nice  melody, please drop by and play it...Ribbit ribbit!","Joven, tocas la Ocarina  bien... ¡Mmmmm...! ¡Esa melodía es  tan hermosa... croac! ¡Todos deberíamos  practicarla, croac! --- PAGE --- ¡Toma Rupias como recuerdo! Si se te ocurre otra buena  melodía, por favor pasa y toca  la... ¡Croac croac!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Joven, tocas la Ocarina  bien... ¡Mmmmm...! ¡Esa melodía es  tan hermosa... croac! ¡Todos deberíamos  practicarla, croac! --- PAGE --- ¡Toma Rupias como recuerdo! Si se te ocurre otra buena  melodía, por favor pasa y toca  la... ¡Croac croac!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40AA,MAIN_GAME,"Wow, that melody is so cool!  Ribbit! --- PAGE --- Siiiiingin' in the raaaaaain, Oh what a feeling!  Rrrrrribbbit!! --- PAGE --- Please take this as a token of our froggish gratitude, ribbit! All right. See you, ribbit!","¡Vaya, esa melodía es tan genial! Croac! --- PAGE --- ¡Cantando bajo la lluuuvia, ¡Oh qué sensación! ¡Croaaac!! --- PAGE --- Por favor toma esto como símbolo  de nuestra gratitud ranuna, croac! ¡A ver, hasta luego, croac!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Vaya, esa melodía es tan genial! Croac! --- PAGE --- ¡Cantando bajo la lluuuvia, ¡Oh qué sensación! ¡Croaaac!! --- PAGE --- Por favor toma esto como símbolo  de nuestra gratitud ranuna, croac! ¡A ver, hasta luego, croac!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x40B1,MAIN_GAME,The biggest fish ever caught in this pond weighed  pounds. The angler: [PLAYER] (NOTE: With illegal sinking lure.),El pez más grande capturado en  este estanque pesaba  libras. El pescador: [PLAYER] (NOTA: Con señuelo hundible ilegal.),CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,El pez más grande capturado en  este estanque pesaba  libras. El pescador: [PLAYER] (NOTA: Con señuelo hundible ilegal.),HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5000,MAIN_GAME,"GYAAAH! You killed me!! Huh? Oh, it's you. --- PAGE --- Did you try to play the  Sun's Song? --- PAGE --- Like I told you before, with that  song, you can turn day to night  or night to day whenever you  want. --- PAGE --- When you're in darkness, that  song should bring the sun's light to you. You should try it.","¡¡GYAAAH!! ¡¡Me mataste!! ¿Eh? Oh, eres tú. --- PAGE --- ¿Intentaste tocar la  Canción del Sol? --- PAGE --- Como te dije antes, con esa  canción puedes cambiar el día por la noche  o la noche por el día cuando  quieras. --- PAGE --- Cuando estés en la oscuridad, esa  canción debería traerte la luz del sol. Deberías probarla.",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡¡GYAAAH!! ¡¡Me mataste!! ¿Eh? Oh, eres tú. --- PAGE --- ¿Intentaste tocar la  Canción del Sol? --- PAGE --- Como te dije antes, con esa  canción puedes cambiar el día por la noche  o la noche por el día cuando  quieras. --- PAGE --- Cuando estés en la oscuridad, esa  canción debería traerte la luz del sol. Deberías probarla.",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5009,MAIN_GAME,"The rising sun will eventually set, A newborn's life will fade. --- PAGE --- From sun to moon, moon to sun... --- PAGE --- Give peaceful rest to the living dead. --- PAGE --- This is an interesting poem... huh?","El sol naciente eventualmente se pondrá, la vida de un recién nacido se desvanecerá. --- PAGE --- Del sol a la luna, de la luna al sol... --- PAGE --- Dale un descanso pacífico a los muertos vivientes. --- PAGE --- Este es un poema interesante... ¿eh?",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"El sol naciente eventualmente se pondrá, la vida de un recién nacido se desvanecerá. --- PAGE --- Del sol a la luna, de la luna al sol... --- PAGE --- Dale un descanso pacífico a los muertos vivientes. --- PAGE --- Este es un poema interesante... ¿eh?",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x500A,MAIN_GAME,"Restless souls wander where they don't belong, bring them calm with the Sun's Song.","Las almas inquietas vagan por donde no pertenecen, llevales calma con la Canción del Sol.",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Las almas inquietas vagan por donde no pertenecen, llevales calma con la Canción del Sol.",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x500B,MAIN_GAME,Something is inscribed on the  tombstone... --- PAGE --- It's the secret melody of the  Composer Brothers!,Algo está inscrito en la  tumba... --- PAGE --- ¡Es la melodía secreta de los Hermanos Compositores!,CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,Algo está inscrito en la  tumba... --- PAGE --- ¡Es la melodía secreta de los Hermanos Compositores!,HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5010,MAIN_GAME,"I am one of the ghostly composer  brothers of Kakariko Village. --- PAGE --- All the people in this village are born to serve the Royal Family of Hyrule. --- PAGE --- We brothers also served the Royal  Family, and were assigned to  study the hereditary mystic  powers of the family. --- PAGE --- Though we never could figure out  the power of the Triforce, --- PAGE --- we had almost completed our  study of controlling time with the  tones of ocarinas. --- PAGE --- Uh, I mean... --- PAGE --- Actually, we did complete that  study! --- PAGE --- We would have been famous, if  that hateful Ganondorf had not tried to steal our results. --- PAGE --- We could never let him reap the  fruits of our research! --- PAGE --- That's why we gave our lives to  protect the secret.","Soy uno de los hermanos compositores fantasma del Pueblo Kakariko. --- PAGE --- Toda la gente de este pueblo nació para servir a la Familia Real de Hyrule. --- PAGE --- Nosotros, los hermanos, también servimos a la Familia Real y nos asignaron estudiar los poderes místicos hereditarios de la familia. --- PAGE --- Aunque nunca pudimos descifrar el poder de la Trifuerza, --- PAGE --- habíamos casi completado nuestro estudio sobre el control del tiempo con los tonos de las ocarinas. --- PAGE --- Eh, quiero decir... --- PAGE --- En realidad, ¡sí completamos ese estudio! --- PAGE --- Habríamos sido famosos si ese odioso Ganondorf no hubiera intentado robar nuestros resultados. --- PAGE --- ¡Nunca pudimos dejar que él cosechara los frutos de nuestra investigación! --- PAGE --- Por eso entregamos nuestras vidas para proteger el secreto.",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Soy uno de los hermanos compositores fantasma del Pueblo Kakariko. --- PAGE --- Toda la gente de este pueblo nació para servir a la Familia Real de Hyrule. --- PAGE --- Nosotros, los hermanos, también servimos a la Familia Real y nos asignaron estudiar los poderes místicos hereditarios de la familia. --- PAGE --- Aunque nunca pudimos descifrar el poder de la Trifuerza, --- PAGE --- habíamos casi completado nuestro estudio sobre el control del tiempo con los tonos de las ocarinas. --- PAGE --- Eh, quiero decir... --- PAGE --- En realidad, ¡sí completamos ese estudio! --- PAGE --- Habríamos sido famosos si ese odioso Ganondorf no hubiera intentado robar nuestros resultados. --- PAGE --- ¡Nunca pudimos dejar que él cosechara los frutos de nuestra investigación! --- PAGE --- Por eso entregamos nuestras vidas para proteger el secreto.",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5014,MAIN_GAME,"To tell the truth, each of us was studying a different song, one to summon the sun and another to summon the moon. --- PAGE --- If you were really sent by a  member of the Royal Family, I will tell you about the results of our study. --- PAGE --- We inscribed it on the royal tombstone. --- PAGE --- As a messenger of the Royal  Family, you should show your Royal credentials on top of the  Triforce mark...","Para decir la verdad, cada uno de nosotros estudiaba una canción diferente, una para invocar al sol y otra para invocar a la luna. --- PAGE --- Si realmente te envió un miembro de la Familia Real, te contaré sobre los resultados de nuestro estudio. --- PAGE --- Lo inscribimos en la tumba real. --- PAGE --- Como mensajero de la Familia Real, deberías mostrar tus credenciales reales sobre la marca de la Trifuerza...",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Para decir la verdad, cada uno de nosotros estudiaba una canción diferente, una para invocar al sol y otra para invocar a la luna. --- PAGE --- Si realmente te envió un miembro de la Familia Real, te contaré sobre los resultados de nuestro estudio. --- PAGE --- Lo inscribimos en la tumba real. --- PAGE --- Como mensajero de la Familia Real, deberías mostrar tus credenciales reales sobre la marca de la Trifuerza...",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x501B,MAIN_GAME,"Get back, [PLAYER]!","¡Retrocede, [PLAYER]!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Retrocede, [PLAYER]!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x501C,MAIN_GAME,"[PLAYER].... A terrible thing has happened! The evil shadow spirit has been released! --- PAGE --- Impa, the leader of Kakariko Village, had sealed the evil shadow spirit in the bottom of the well.... --- PAGE --- But the force of the evil spirit got so strong, the seal of the well broke, and it escaped into the world!!","[PLAYER]... ¡Ha ocurrido algo terrible! ¡El espíritu sombrío maligno ha sido liberado! --- PAGE --- Impa, la líder del Pueblo Kakariko, había sellado al espíritu sombrío maligno en el fondo del pozo... --- PAGE --- Pero la fuerza del espíritu maligno se hizo tan fuerte que el sello del pozo se rompió y escapó al mundo!!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"[PLAYER]... ¡Ha ocurrido algo terrible! ¡El espíritu sombrío maligno ha sido liberado! --- PAGE --- Impa, la líder del Pueblo Kakariko, había sellado al espíritu sombrío maligno en el fondo del pozo... --- PAGE --- Pero la fuerza del espíritu maligno se hizo tan fuerte que el sello del pozo se rompió y escapó al mundo!!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x501D,MAIN_GAME,"Let me take care of the village! I'm counting on you, [PLAYER]!","¡Déjame encargarme del pueblo! ¡Cuento contigo, [PLAYER]!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡Déjame encargarme del pueblo! ¡Cuento contigo, [PLAYER]!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5022,MAIN_GAME,"The boy with the noble Zelda's  Ocarina...As I expected,  you have come. --- PAGE --- I am Impa, one of the Sheikah. I am Princess Zelda's caretaker, and I am also the Sage who guards the Shadow Temple.","El chico con la noble Ocarina de Zelda...Como esperaba, has venido. --- PAGE --- Soy Impa, una de los Sheikah. Soy la cuidadora de la Princesa Zelda, y también soy la Sabia que guarda el Templo de la Sombra.",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"El chico con la noble Ocarina de Zelda...Como esperaba, has venido. --- PAGE --- Soy Impa, una de los Sheikah. Soy la cuidadora de la Princesa Zelda, y también soy la Sabia que guarda el Templo de la Sombra.",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5024,MAIN_GAME,"[PLAYER], the hero! --- PAGE --- Finally, all of us, the six Sages,  have been awakened! The time for the final showdown with the King of Evil has come! --- PAGE --- Before that, though, you should meet the one who is waiting for you... --- PAGE --- The one who is waiting for you at the Temple of Time....","¡[PLAYER], el héroe! --- PAGE --- ¡Finalmente, todos nosotros, los seis Sabios, hemos sido despertados! ¡El momento del enfrentamiento final con el Rey del Mal ha llegado! --- PAGE --- Pero antes de eso, deberías encontrar a quien te está esperando... --- PAGE --- Quien te está esperando en el Templo del Tiempo...",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"¡[PLAYER], el héroe! --- PAGE --- ¡Finalmente, todos nosotros, los seis Sabios, hemos sido despertados! ¡El momento del enfrentamiento final con el Rey del Mal ha llegado! --- PAGE --- Pero antes de eso, deberías encontrar a quien te está esperando... --- PAGE --- Quien te está esperando en el Templo del Tiempo...",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5025,MAIN_GAME,"We Sheikah have served the  royalty of Hyrule from generation to generation as attendants. However... --- PAGE --- On that day seven years ago, Ganondorf suddenly attacked... and Hyrule Castle surrendered after a short time. --- PAGE --- Ganondorf's target was one of the keys to the Sacred Realm...the hidden treasure of the Royal Family...The Ocarina of Time! --- PAGE --- My duty bound me to take Zelda  out of Ganondorf's reach. --- PAGE --- When last I saw you, as we made our escape from the castle, you were just a lad... --- PAGE --- Now I see that you have become  a fine hero...","Nosotros, los Sheikah, hemos servido a la realeza de Hyrule de generación en generación como asistentes. Sin embargo... --- PAGE --- En aquel día hace siete años, Ganondorf atacó de repente... y el Castillo de Hyrule se rindió después de un corto tiempo. --- PAGE --- El objetivo de Ganondorf era una de las llaves del Reino Sagrado...el tesoro escondido de la Familia Real...¡La Ocarina del Tiempo! --- PAGE --- Mi deber me obligó a sacar a Zelda del alcance de Ganondorf. --- PAGE --- La última vez que te vi, cuando huíamos del castillo, eras solo un muchacho... --- PAGE --- Ahora veo que te has convertido en un gran héroe...",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Nosotros, los Sheikah, hemos servido a la realeza de Hyrule de generación en generación como asistentes. Sin embargo... --- PAGE --- En aquel día hace siete años, Ganondorf atacó de repente... y el Castillo de Hyrule se rindió después de un corto tiempo. --- PAGE --- El objetivo de Ganondorf era una de las llaves del Reino Sagrado...el tesoro escondido de la Familia Real...¡La Ocarina del Tiempo! --- PAGE --- Mi deber me obligó a sacar a Zelda del alcance de Ganondorf. --- PAGE --- La última vez que te vi, cuando huíamos del castillo, eras solo un muchacho... --- PAGE --- Ahora veo que te has convertido en un gran héroe...",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
0x5031,MAIN_GAME,"I believe Impa has gone to the  Shadow Temple to seal it again, but...she will be in danger without  any help! --- PAGE --- [PLAYER]! Impa is one of the six Sages. Destroy the evil shadow spirit and save Impa! --- PAGE --- There is an entrance to the  Shadow Temple beneath the  graveyard behind this village. --- PAGE --- The only thing I can do for you is teach you the melody that will lead you to the Shadow Temple... --- PAGE --- This is the melody that will draw you into the infinite darkness  that absorbs even time... Listen to  this, the Nocturne of Shadow!!","Creo que Impa fue al Templo de la Sombra para sellarlo de nuevo, pero... ¡estará en peligro sin ninguna ayuda! --- PAGE --- ¡[PLAYER]! Impa es una de las seis Sabias. ¡Destruye al espíritu sombrío maligno y salva a Impa! --- PAGE --- Hay una entrada al Templo de la Sombra debajo del cementerio detrás de este pueblo. --- PAGE --- Lo único que puedo hacer por ti es enseñarte la melodía que te llevará al Templo de la Sombra... --- PAGE --- Esta es la melodía que te llevará a la oscuridad infinita que absorbe incluso el tiempo... ¡Escucha esto, el Nocturno de la Sombra!",CRITICAL_GAMEPLAY,YES,oot.o2r::text/nes_message_data_static,,,,Puzzle / Dungeon / Spatial navigation hint,Source code context & actor dialogue hierarchy,Checked against GLOSSARY_ES_419.csv,NONE,PASS,"Creo que Impa fue al Templo de la Sombra para sellarlo de nuevo, pero... ¡estará en peligro sin ninguna ayuda! --- PAGE --- ¡[PLAYER]! Impa es una de las seis Sabias. ¡Destruye al espíritu sombrío maligno y salva a Impa! --- PAGE --- Hay una entrada al Templo de la Sombra debajo del cementerio detrás de este pueblo. --- PAGE --- Lo único que puedo hacer por ti es enseñarte la melodía que te llevará al Templo de la Sombra... --- PAGE --- Esta es la melodía que te llevará a la oscuridad infinita que absorbe incluso el tiempo... ¡Escucha esto, el Nocturno de la Sombra!",HIGH,"Audited for direction, distance, position, sequence, order, color and mechanics. CERTIFIED."
