id,english,current_spanish,category,risk_level,context_source,context_summary,literal_translation_risk,gameplay_risk,terminology_risk,decision,corrected_spanish,confidence,notes
0x0064,"Red Potion   40 Rupees
If you drink this, you will
recover your life energy.
This is a single dose.","Poción Roja   40 Rupias
Si bebes esto, recuperarás
tu energía vital.
Esta es una dosis individual.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0065,"Red Potion   50 Rupees
If you drink this, you will
recover your life energy.
This is a single dose.","Poción Roja   50 Rupias
Si la bebes, recuperarás
tu energía vital.
Esta es una sola dosis.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0066,"You found the Dungeon Map!
Press START to get into the 
Subscreens and look at the
Map Subscreen!
--- PAGE ---
Blue chambers are places 
you have already visited. 
Your current location is 
the flashing room.
--- PAGE ---
Move [D-Pad] up and down to 
select a floor to view.","¡Encontraste el Mapa del Calabozo!
Presiona START para entrar a las
pantallas secundarias y ver la
pantalla del Mapa.
--- PAGE ---
Las cámaras azules son lugares
que ya has visitado.
Tu ubicación actual es la
habitación que parpadea.
--- PAGE ---
Mueve [D-Pad] arriba y abajo para
seleccionar un piso para ver.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0067,"You found the Compass!
Now you can see the locations
of many hidden things in the
dungeon!","¡Encontraste la Brújula!
Ahora puedes ver las ubicaciones
de muchos objetos ocultos en
el calabozo.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0068,"You obtained the Stone of Agony!
If you equip a Rumble Pak, it
will react to nearby...secrets.","¡Obtuviste la Piedra de la Agonía!
Si equipas un Rumble Pak, reaccionará
cerca de... secretos.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0069,"You received Zelda's Letter!
Wow! This letter has Princess
Zelda's autograph! Set it to [C]
and show it with [C].
--- PAGE ---
On the Select Item Subscreen,
you can set it to [R], [L] or [Z],
and then use that [C] to show it
to people.","¡Recibiste la Carta de Zelda!
¡Vaya! ¡Esta carta tiene la
firma de la Princesa Zelda! Asíguala
a [C] y muéstrala con [C].
--- PAGE ---
En la pantalla de Selección de
Objetos, puedes asignarla a [R], [L]
o [Z], y luego usar ese [C] para
mostrarla a la gente.",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x006A,"Welcome! May I help you?

[CHOICE:2]I want to shop
Just looking","¡Bienvenido! ¿Puedo ayudarte?

[CHOICE:2]Quiero comprar
Solo mirando",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x006B,"Would you like to buy something
else?
[CHOICE:2]Yes
No","¿Te gustaría comprar algo
más?
[CHOICE:2]Sí
No",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x006C,"Your Deku Seeds Bullet Bag 
has become bigger!
Now you can carry more bullets!
This bag can hold 50 bullets!","¡Tu Bolsa de Balas de Semillas Deku
se ha hecho más grande!
¡Ahora puedes llevar más balas!
¡Esta bolsa puede contener 50 balas!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x006D,"Open the chest and...Surprise!
If you find a Key inside, you'll 
be able to advance. Left or
right--try your luck!
--- PAGE ---
10 Rupees to play. Do you want 
to try it?
[CHOICE:2]Yes
No","¡Abre el cofre y... sorpresa!
Si encuentras una llave dentro,
podrás avanzar. ¿Izquierda o
derecha? ¡Prueba tu suerte!
--- PAGE ---
10 Rupias para jugar. ¿Quieres
probarlo?
[CHOICE:2]Sí
No",NPC_DIALOGUE,CRITICAL_GAMEPLAY,oot.o2r::text/nes_message_data_static,Puzzle / Dungeon / Spatial navigation hint,LOW,HIGH,LOW,ACCEPT,,HIGH,
0x006E,Great! You are a real gambler!,"¡Genial! ¡Eres un verdadero
jugador!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x006F,"You got a Green Rupee!
That's one Rupee!","¡Obtuviste una Rupia Verde!
¡Esa es una Rupia!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0070,"You got the Fire Arrow!
Set it to [C] and your arrows will
be powered up! If you hit
your target, it will catch fire.","¡Obtuviste la Flecha de Fuego!
Asígala a [C] y tus flechas se
¡potenciarán! Si golpeas tu
objetivo, se incendiará.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0071,"You got the Ice Arrow!
Set it to [C] and your arrows will
be powered up! If you hit your 
target, it will freeze.
--- PAGE ---
This arrow magic is granted
only to those who complete the 
difficult training of the Gerudos,
so use it with pride!","¡Obtuviste la Flecha de Hielo!
Asígala a [C] y tus flechas se
potenciarán. Si golpeas tu
objetivo, se congelará.
--- PAGE ---
Esta magia de flecha se otorga
solo a quienes completan el
difícil entrenamiento de las Gerudo,
¡así que úsala con orgullo!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0072,"You got the Light Arrow!
Set it to [C] and your arrows will
be powered up! The light of
justice will smite evil!","¡Obtuviste la Flecha de Luz!
Asígala a [C] y tus flechas se
¡potenciarán! ¡La luz de la
justicia castigará el mal!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0073,"You have learned the
Minuet of Forest!","¡Has aprendido el
Minueto del Bosque!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0074,"You have learned the
Bolero of Fire!","¡Has aprendido el
Bolero del Fuego!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0075,"You have learned the 
Serenade of Water!","¡Has aprendido la
Serenata del Agua!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0076,"You have learned the 
Requiem of Spirit!","¡Has aprendido el
Réquiem del Espíritu!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0077,"You have learned the 
Nocturne of Shadow!","¡Has aprendido el
Nocturno de la Sombra!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0078,"You have learned the 
Prelude of Light!","¡Has aprendido el
Preludio de la Luz!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0079,"You got the Goron's Bracelet!
Now you can pull up Bomb 
Flowers. Stand next to one and
use [A] to pull it up!","¡Obtuviste el Brazalete Goron!
Ahora puedes arrancar
Flores Bomba. ¡Ponte junto a una
y usa [A] para arrancarla!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x007A,"You put a Bug in the bottle!
You can release it by pressing
[C]. This kind of bug prefers to
live in small holes in the ground.","¡Pusiste un Bicho en la botella!
Puedes liberarlo presionando
[C]. Este tipo de bicho prefiere
vivir en pequeños huecos en el suelo.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x007B,"You obtained the Gerudo's 
Membership Card!
You can get into the Gerudo's
training ground in their hideout.","¡Obtuviste la Tarjeta de
Membresía de las Gerudo!
Puedes entrar al campo de
entrenamiento de las Gerudo en su escondite.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x007C,"Bombs  10 pieces  50 Rupees

[CHOICE:2]Buy
Don't buy","Bombas  10 piezas  50 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x007D,"Arrows  50 pieces  90 Rupees

[CHOICE:2]Buy
Don't buy","Flechas  50 piezas  90 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x007E,"Fish   200 Rupees

[CHOICE:2]Buy
Don't buy","Pescado   200 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x007F,"Deku Nuts   5 Pieces   15 Rupees

[CHOICE:2]Buy
Don't buy","Nueces Deku   5 Piezas   15 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0080,"You got the Kokiri's Emerald!
This is the Spiritual Stone of 
the Forest, now entrusted to 
you by the Great Deku Tree.","¡Obtuviste la Esmeralda Kokiri!
Esta es la Piedra Espiritual del
Bosque, ahora confiada a ti
por el Gran Árbol Deku.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0081,"You obtained the Goron's Ruby!
This is the Spiritual Stone of 
Fire passed down by the Gorons!","¡Obtuviste el Rubí Goron!
Esta es la Piedra Espiritual del
¡Fuego heredada por los Goron!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0082,"You obtained Zora's Sapphire!
This is the Spiritual Stone of
Water passed down by the
Zoras!","¡Obtuviste el Zafiro Zora!
Esta es la Piedra Espiritual del
Agua heredada por los
¡Zora!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0083,"Shop around by moving the 
[D-Pad] left or right.
[CHOICE:2]Talk to the owner
Quit","Explora moviéndote con el
[D-Pad] izquierda o derecha.
[CHOICE:2]Hablar con el dueño
Salir",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0084,Thanks a lot!,¡Muchas gracias!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0085,You don't have enough Rupees!,¡No tienes suficientes Rupias!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0086,You can't get this now.,No puedes obtener esto ahora.,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0087,"Deku Nuts   10 pieces  30 Rupees

[CHOICE:2]Buy
Don't buy","Nueces Deku   10 piezas  30 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0088,"Deku Stick  1 piece   10 Rupees

[CHOICE:2]Buy
Don't buy","Palo Deku  1 pieza   10 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0089,"Deku Shield   40 Rupees

[CHOICE:2]Buy
Don't buy","Escudo Deku   40 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x008A,"Arrow   10 pieces   20 Rupees

[CHOICE:2]Buy
Don't buy","Flecha   10 piezas   20 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x008B,"Bomb   5 pieces   25 Rupees

[CHOICE:2]Buy
Don't buy","Bomba   5 piezas   25 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x008C,"Bombchu  10 pieces   100 Rupees

[CHOICE:2]Buy
Don't buy","Bombchu  10 piezas   100 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x008D,"You can't use a Big Poe here!
Sell it to the man at the Hyrule
Castle Town gate!","¡No puedes usar un Poe Grande aquí!
véndeselo al hombre en la puerta
del Castillo de Hyrule.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x008E,"Red Potion   30 Rupees

[CHOICE:2]Buy
Don't buy","Poción Roja   30 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x008F,"Green Potion   30 Rupees

[CHOICE:2]Buy
Don't buy","Poción Verde   30 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0090,"Now you can pick up 
many Deku Sticks!
You can carry up to 20 of them!","Ahora puedes recoger
muchos Palos Deku.
¡Puedes llevar hasta 20 de ellos!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0091,"You can now pick up 
even more Deku Sticks!
You can carry up to 30 of them!","¡Ahora puedes recoger
aún más Palos Deku!
Puedes llevar hasta 30 de ellos.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0092,"Hylian Shield   80 Rupees

[CHOICE:2]Buy
Don't buy","Escudo Hylian   80 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0093,"Goron Tunic   200 Rupees

[CHOICE:2]Buy
Don't buy","Túnica Goron   200 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0094,"Zora Tunic   300 Rupees

[CHOICE:2]Buy
Don't buy","Túnica Zora   300 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0095,"Recovery Heart   10 Rupees

[CHOICE:2]Buy
Don't buy","Corazón de Recuperación   10 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0096,"I'm sorry...I can't sell this to
you unless you have a bottle to 
put it in.","Lo siento... no puedo venderte esto
a menos que tengas una botella
para guardarlo.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0097,"You caught a Poe in a bottle!
Something good might happen!","¡Atrapaste un Poe en una botella!
¡Algo bueno podría suceder!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x0098,"You got Lon Lon Milk!
This milk is very nutritious!
Use it with [C] to recover your 
life energy!
--- PAGE ---
You will recover five hearts
per drink. There are two
drinks per bottle.
--- PAGE ---
On the Select Item Subscreen,
you can set it to [R], [L] or [Z],
and then use that [C] to take 
a drink.","¡Obtuviste Leche Lon Lon!
¡Esta leche es muy nutritiva!
Úsala con [C] para recuperar tu
energía vital.
--- PAGE ---
Recuperarás cinco corazones
por trago. Hay dos tragos
por botella.
--- PAGE ---
En la pantalla de Selección de
Objetos, puedes asignarla a [R], [L]
o [Z], y luego usar ese [C] para
tomar un trago.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x0099,"You got an Empty Bottle!
Put something inside and 
press [C] to use it... What?
Something's already inside!?","¡Obtuviste una Botella Vacía!
Pon algo dentro y presiona
[C] para usarla... ¿Qué?
¡¿Ya hay algo adentro?!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x009A,"You got a Weird Egg!
Feels like there's something
moving inside! Set it to [C] and 
see what happens!
--- PAGE ---
On the Select Item Subscreen,
you can set it to [R], [L] or [Z],
and then press [C] to use it.","¡Obtuviste un Huevo Raro!
¡Parece que hay algo
moviéndose dentro! Asígalo a [C] y
¡mira lo que pasa!
--- PAGE ---
En la pantalla de Selección de
Objetos, puedes asignarlo a [R], [L]
o [Z], y luego presionar [C] para usarlo.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x009B,"Arrows   30 pieces   60 Rupees

[CHOICE:2]Buy
Don't buy","Flechas   30 piezas   60 Rupias

[CHOICE:2]Comprar
No comprar",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x009C,"My current hot seller is the 
Hylian Shield, but it might be too 
big for you, kid.","Mi producto más vendido es el
Escudo Hylian, pero podría ser
demasiado grande para ti, chico.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x009D,"We moved here from the castle 
town. I know times are tough, but
I hope you will be a steady 
customer for us!","Nos mudamos aquí desde la villa
del castillo. Sé que los tiempos están
difíciles, pero espero que seas
un cliente fiel para nosotros.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x009E,Welcome!,¡Bienvenido!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x009F,"Deku Shield   40 Rupees
Once equipped, you can defend 
with [C-Down]. If set on fire, it will
burn!","Escudo Deku   40 Rupias
Una vez equipado, puedes
defenderte con [C-Abajo]. Si se incendia,
¡se quemará!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A0,"Arrow   (10 pieces)   20 Rupees
You need a bow to shoot them.
You can't buy them unless you
have a bow.","Flecha   (10 piezas)   20 Rupias
Necesitas un arco para dispararlas.
No puedes comprarlas a menos que
tengas un arco.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A1,"Deku Stick  (1 piece)  10 Rupees
A long branch gathered from the
Great Deku Tree. You can use it
as a weapon, but it will break.","Palo Deku  (1 pieza)  10 Rupias
Una rama larga recolectada del
Gran Árbol Deku. Puedes usarla
como arma, pero se romperá.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A2,"Deku Nuts  (10 pieces) 30 Rupees
Throw them to stun your enemies.
You can buy only the amount you
can actually carry.","Nueces Deku  (10 piezas) 30 Rupias
Lánzalas para aturdir a tus enemigos.
Puedes comprar solo la cantidad que
realmente puedas llevar.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A3,"Bombs   (5 pieces)   25 Rupees
Take it out with [C] and press 
[C] to throw it. You can buy them
only if you have a bomb bag.","Bombas   (5 piezas)   25 Rupias
Sácalas con [C] y presiona
[C] para lanzarlas. Solo puedes
comprarlas si tienes una bolsa de bombas.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A4,"You got the Kokiri Sword!
On the Equipment Subscreen,
select it with the cursor and
equip it with [A].
--- PAGE ---
This is a hidden treasure of
the Kokiri, but you can borrow it
for a while. Be sure to practice 
with it before you really fight!","¡Obtuviste la Espada Kokiri!
En la pantalla de Equipamiento,
selecciónala con el cursor y
eqúípala con [A].
--- PAGE ---
Esta es un tesoro escondido de
los Kokiri, pero puedes pedirla
prestada por un tiempo. ¡Asegúrate
de practicar con ella antes de luchar de verdad!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x00A5,"Red Potion   30 Rupees
Drink to recover your life energy.
This is just a single dose.","Poción Roja   30 Rupias
Bebe para recuperar tu energía vital.
Esta es solo una sola dosis.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A6,"Green Potion   30 Rupees
Drink to recover your magic power.
This is just a single dose.","Poción Verde   30 Rupias
Bebe para recuperar tu poder mágico.
Esta es solo una sola dosis.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A7,"Now you can carry
many Deku Nuts!
You can hold up to 30 nuts!","Ahora puedes llevar
muchas Nueces Deku.
¡Puedes contener hasta 30 nueces!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A8,"You can now carry even
more Deku Nuts! You can carry
up to 40 nuts!","¡Ahora puedes llevar aún
más Nueces Deku! Puedes llevar
hasta 40 nueces.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00A9,"Hylian Shield   80 Rupees
This is a big, heavy shield just 
like the ones Hylian Knights use.
It can stand up to flame attacks!","Escudo Hylian   80 Rupias
Este es un escudo grande y pesado,
igual a los que usan los
Caballeros Hylian. ¡Resiste ataques de fuego!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00AA,"Goron Tunic   200 Rupees
A tunic made by Gorons. Adult
size. Protects you from heat
damage.","Túnica Goron   200 Rupias
Una túnica hecha por los Goron.
Talla adulta. Te protege del
daño por calor.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00AB,"Zora Tunic   300 Rupees
A tunic made by Zoras. Adult size.
Prevents you from drowning
underwater.","Túnica Zora   300 Rupias
Una túnica hecha por los Zora.
Talla adulta. Te impide ahogarte
bajo el agua.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00AC,"Recovery Heart   10 Rupees
This will instantly refill one
Heart Container.","Corazón de Recuperación   10 Rupias
Esto llenará instantáneamente
un Contenedor de Corazón.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x00AD,"You got Din's Fire!
Its fireball engulfs everything!
It's attack magic you can use
with [C].","¡Obtuviste el Fuego de Din!
¡Su bola de fuego lo envuelve todo!
Es magia de ataque que puedes usar
con [C].",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x00AE,"You got Farore's Wind!
This is warp magic you can use 
with [C]. Warp when you are in 
danger!
--- PAGE ---
You will teleport to the Warp
Point. When you first use the
magic, you will create a Warp
Point.
--- PAGE ---
When you use the magic 
again, you can either dispel
the Warp Point you created last
time or warp to that point.","¡Obtuviste el Viento de Farore!
Esta es magia de teletransporte que
puedes usar con [C]. ¡Telétransportate
cuando estés en peligro!
--- PAGE ---
Te teleportarás al Punto de
Teletransporte. Cuando uses la
magia por primera vez, crearás un
Punto de Teletransporte.
--- PAGE ---
Cuando uses la magia
de nuevo, puedes disipar el
Punto de Teletransporte que creaste
la última vez o teletransportarte a ese punto.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x00AF,"You got Nayru's Love!
Cast this to create a powerful
protective barrier. It's defensive 
magic you can use with [C].","¡Obtuviste el Amor de Nayru!
Lanza esto para crear una poderosa
barrera protectora. Es magia defensiva
que puedes usar con [C].",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
